E:\Domain0\IMG\center_2023_10_20_13_51_53_856.jpg,E:\Domain0\IMG\left_2023_10_20_13_51_53_856.jpg,E:\Domain0\IMG\right_2023_10_20_13_51_53_856.jpg,0,0,0,2.659905E-06
E:\Domain0\IMG\center_2023_10_20_13_51_53_924.jpg,E:\Domain0\IMG\left_2023_10_20_13_51_53_924.jpg,E:\Domain0\IMG\right_2023_10_20_13_51_53_924.jpg,0,0,0,4.122151E-06
E:\Domain0\IMG\center_2023_10_20_13_51_53_990.jpg,E:\Domain0\IMG\left_2023_10_20_13_51_53_990.jpg,E:\Domain0\IMG\right_2023_10_20_13_51_53_990.jpg,0,0,0,9.212065E-06
E:\Domain0\IMG\center_2023_10_20_13_51_54_057.jpg,E:\Domain0\IMG\left_2023_10_20_13_51_54_057.jpg,E:\Domain0\IMG\right_2023_10_20_13_51_54_057.jpg,0,0,0,5.09876E-06
E:\Domain0\IMG\center_2023_10_20_13_51_54_130.jpg,E:\Domain0\IMG\left_2023_10_20_13_51_54_130.jpg,E:\Domain0\IMG\right_2023_10_20_13_51_54_130.jpg,0,0,0,1.119861E-06
E:\Domain0\IMG\center_2023_10_20_13_51_54_204.jpg,E:\Domain0\IMG\left_2023_10_20_13_51_54_204.jpg,E:\Domain0\IMG\right_2023_10_20_13_51_54_204.jpg,0,0,0,3.955961E-06
E:\Domain0\IMG\center_2023_10_20_13_51_54_277.jpg,E:\Domain0\IMG\left_2023_10_20_13_51_54_277.jpg,E:\Domain0\IMG\right_2023_10_20_13_51_54_277.jpg,0,0,0,3.890164E-06
E:\Domain0\IMG\center_2023_10_20_13_51_54_350.jpg,E:\Domain0\IMG\left_2023_10_20_13_51_54_350.jpg,E:\Domain0\IMG\right_2023_10_20_13_51_54_350.jpg,0,0,0,6.108187E-07
E:\Domain0\IMG\center_2023_10_20_13_51_54_422.jpg,E:\Domain0\IMG\left_2023_10_20_13_51_54_422.jpg,E:\Domain0\IMG\right_2023_10_20_13_51_54_422.jpg,0,0,0,6.682635E-06
E:\Domain0\IMG\center_2023_10_20_13_51_54_494.jpg,E:\Domain0\IMG\left_2023_10_20_13_51_54_494.jpg,E:\Domain0\IMG\right_2023_10_20_13_51_54_494.jpg,0,0,0,2.202418E-06
E:\Domain0\IMG\center_2023_10_20_13_51_54_566.jpg,E:\Domain0\IMG\left_2023_10_20_13_51_54_566.jpg,E:\Domain0\IMG\right_2023_10_20_13_51_54_566.jpg,0,0,0,3.33218E-06
E:\Domain0\IMG\center_2023_10_20_13_51_54_639.jpg,E:\Domain0\IMG\left_2023_10_20_13_51_54_639.jpg,E:\Domain0\IMG\right_2023_10_20_13_51_54_639.jpg,0,0,0,4.900779E-06
E:\Domain0\IMG\center_2023_10_20_13_51_54_706.jpg,E:\Domain0\IMG\left_2023_10_20_13_51_54_706.jpg,E:\Domain0\IMG\right_2023_10_20_13_51_54_706.jpg,0,0,0,6.063908E-06
E:\Domain0\IMG\center_2023_10_20_13_51_54_779.jpg,E:\Domain0\IMG\left_2023_10_20_13_51_54_779.jpg,E:\Domain0\IMG\right_2023_10_20_13_51_54_779.jpg,0,0,0,2.937684E-06
E:\Domain0\IMG\center_2023_10_20_13_51_54_852.jpg,E:\Domain0\IMG\left_2023_10_20_13_51_54_852.jpg,E:\Domain0\IMG\right_2023_10_20_13_51_54_852.jpg,0,0,0,4.413826E-06
E:\Domain0\IMG\center_2023_10_20_13_51_54_924.jpg,E:\Domain0\IMG\left_2023_10_20_13_51_54_924.jpg,E:\Domain0\IMG\right_2023_10_20_13_51_54_924.jpg,0,0,0,3.597627E-06
E:\Domain0\IMG\center_2023_10_20_13_51_54_990.jpg,E:\Domain0\IMG\left_2023_10_20_13_51_54_990.jpg,E:\Domain0\IMG\right_2023_10_20_13_51_54_990.jpg,0,0.0690726,0,0.03977906
E:\Domain0\IMG\center_2023_10_20_13_51_55_064.jpg,E:\Domain0\IMG\left_2023_10_20_13_51_55_064.jpg,E:\Domain0\IMG\right_2023_10_20_13_51_55_064.jpg,0,0.3118749,0,0.2262828
E:\Domain0\IMG\center_2023_10_20_13_51_55_131.jpg,E:\Domain0\IMG\left_2023_10_20_13_51_55_131.jpg,E:\Domain0\IMG\right_2023_10_20_13_51_55_131.jpg,0,0.4903753,0,0.4851268
E:\Domain0\IMG\center_2023_10_20_13_51_55_199.jpg,E:\Domain0\IMG\left_2023_10_20_13_51_55_199.jpg,E:\Domain0\IMG\right_2023_10_20_13_51_55_199.jpg,0,0.716388,0,1.078727
E:\Domain0\IMG\center_2023_10_20_13_51_55_265.jpg,E:\Domain0\IMG\left_2023_10_20_13_51_55_265.jpg,E:\Domain0\IMG\right_2023_10_20_13_51_55_265.jpg,0,0.893638,0,1.725027
E:\Domain0\IMG\center_2023_10_20_13_51_55_334.jpg,E:\Domain0\IMG\left_2023_10_20_13_51_55_334.jpg,E:\Domain0\IMG\right_2023_10_20_13_51_55_334.jpg,0,1,0,2.428544
E:\Domain0\IMG\center_2023_10_20_13_51_55_407.jpg,E:\Domain0\IMG\left_2023_10_20_13_51_55_407.jpg,E:\Domain0\IMG\right_2023_10_20_13_51_55_407.jpg,0,1,0,3.369692
E:\Domain0\IMG\center_2023_10_20_13_51_55_481.jpg,E:\Domain0\IMG\left_2023_10_20_13_51_55_481.jpg,E:\Domain0\IMG\right_2023_10_20_13_51_55_481.jpg,0,1,0,4.310933
E:\Domain0\IMG\center_2023_10_20_13_51_55_548.jpg,E:\Domain0\IMG\left_2023_10_20_13_51_55_548.jpg,E:\Domain0\IMG\right_2023_10_20_13_51_55_548.jpg,0,1,0,5.009845
E:\Domain0\IMG\center_2023_10_20_13_51_55_616.jpg,E:\Domain0\IMG\left_2023_10_20_13_51_55_616.jpg,E:\Domain0\IMG\right_2023_10_20_13_51_55_616.jpg,0,1,0,5.704756
E:\Domain0\IMG\center_2023_10_20_13_51_55_689.jpg,E:\Domain0\IMG\left_2023_10_20_13_51_55_689.jpg,E:\Domain0\IMG\right_2023_10_20_13_51_55_689.jpg,-0.2,1,0,6.616978
E:\Domain0\IMG\center_2023_10_20_13_51_55_757.jpg,E:\Domain0\IMG\left_2023_10_20_13_51_55_757.jpg,E:\Domain0\IMG\right_2023_10_20_13_51_55_757.jpg,-0.2878854,1,0,7.510829
E:\Domain0\IMG\center_2023_10_20_13_51_55_830.jpg,E:\Domain0\IMG\left_2023_10_20_13_51_55_830.jpg,E:\Domain0\IMG\right_2023_10_20_13_51_55_830.jpg,-0.09124921,1,0,8.191778
E:\Domain0\IMG\center_2023_10_20_13_51_55_903.jpg,E:\Domain0\IMG\left_2023_10_20_13_51_55_903.jpg,E:\Domain0\IMG\right_2023_10_20_13_51_55_903.jpg,0,1,0,9.087825
E:\Domain0\IMG\center_2023_10_20_13_51_55_975.jpg,E:\Domain0\IMG\left_2023_10_20_13_51_55_975.jpg,E:\Domain0\IMG\right_2023_10_20_13_51_55_975.jpg,0,1,0,9.758378
E:\Domain0\IMG\center_2023_10_20_13_51_56_049.jpg,E:\Domain0\IMG\left_2023_10_20_13_51_56_049.jpg,E:\Domain0\IMG\right_2023_10_20_13_51_56_049.jpg,0,1,0,10.64692
E:\Domain0\IMG\center_2023_10_20_13_51_56_121.jpg,E:\Domain0\IMG\left_2023_10_20_13_51_56_121.jpg,E:\Domain0\IMG\right_2023_10_20_13_51_56_121.jpg,0,1,0,11.62721
E:\Domain0\IMG\center_2023_10_20_13_51_56_194.jpg,E:\Domain0\IMG\left_2023_10_20_13_51_56_194.jpg,E:\Domain0\IMG\right_2023_10_20_13_51_56_194.jpg,0,1,0,11.93602
E:\Domain0\IMG\center_2023_10_20_13_51_56_267.jpg,E:\Domain0\IMG\left_2023_10_20_13_51_56_267.jpg,E:\Domain0\IMG\right_2023_10_20_13_51_56_267.jpg,0,1,0,13.08173
E:\Domain0\IMG\center_2023_10_20_13_51_56_340.jpg,E:\Domain0\IMG\left_2023_10_20_13_51_56_340.jpg,E:\Domain0\IMG\right_2023_10_20_13_51_56_340.jpg,-0.15,1,0,13.83257
E:\Domain0\IMG\center_2023_10_20_13_51_56_414.jpg,E:\Domain0\IMG\left_2023_10_20_13_51_56_414.jpg,E:\Domain0\IMG\right_2023_10_20_13_51_56_414.jpg,-0.3,1,0,14.60056
E:\Domain0\IMG\center_2023_10_20_13_51_56_488.jpg,E:\Domain0\IMG\left_2023_10_20_13_51_56_488.jpg,E:\Domain0\IMG\right_2023_10_20_13_51_56_488.jpg,-0.1992207,1,0,15.47216
E:\Domain0\IMG\center_2023_10_20_13_51_56_562.jpg,E:\Domain0\IMG\left_2023_10_20_13_51_56_562.jpg,E:\Domain0\IMG\right_2023_10_20_13_51_56_562.jpg,0,1,0,16.30315
E:\Domain0\IMG\center_2023_10_20_13_51_56_635.jpg,E:\Domain0\IMG\left_2023_10_20_13_51_56_635.jpg,E:\Domain0\IMG\right_2023_10_20_13_51_56_635.jpg,0,1,0,16.69236
E:\Domain0\IMG\center_2023_10_20_13_51_56_709.jpg,E:\Domain0\IMG\left_2023_10_20_13_51_56_709.jpg,E:\Domain0\IMG\right_2023_10_20_13_51_56_709.jpg,0,1,0,17.53721
E:\Domain0\IMG\center_2023_10_20_13_51_56_782.jpg,E:\Domain0\IMG\left_2023_10_20_13_51_56_782.jpg,E:\Domain0\IMG\right_2023_10_20_13_51_56_782.jpg,-0.05,1,0,18.38071
